"","var","timeseries length","method","Value","Trend strength","AR strength"
"191","p","20","pw",0.107542835175991,"no trend","medium AR"
"192","p","20","pw",0.00512856245040894,"no trend","medium AR"
"193","p","20","pw",0.0930921360850334,"no trend","medium AR"
"194","p","20","pw",0.726446986198425,"no trend","medium AR"
"195","p","20","pw",0.528864502906799,"no trend","medium AR"
"196","p","20","pw",0.207856714725494,"no trend","medium AR"
"197","p","20","pw",0.888705611228943,"no trend","medium AR"
"198","p","20","pw",0.484107494354248,"no trend","medium AR"
"199","p","20","pw",0.161686211824417,"no trend","medium AR"
"200","p","20","pw",0.833735227584839,"no trend","medium AR"
"201","p","10","pw",0.251452207565308,"no trend","medium AR"
"202","p","10","pw",0.602167546749115,"no trend","medium AR"
"203","p","10","pw",0.916965246200562,"no trend","medium AR"
"204","p","10","pw",0.75445419549942,"no trend","medium AR"
"205","p","10","pw",0.75445419549942,"no trend","medium AR"
"206","p","10","pw",0.602167546749115,"no trend","medium AR"
"207","p","10","pw",1,"no trend","medium AR"
"208","p","10","pw",0.11785089969635,"no trend","medium AR"
"209","p","10","pw",0.60216760635376,"no trend","medium AR"
"210","p","10","pw",0.251452207565308,"no trend","medium AR"
"211","p","10","pw",0.75445419549942,"no trend","medium AR"
"212","p","10","pw",0.465512275695801,"no trend","medium AR"
"213","p","10","pw",0.602167546749115,"no trend","medium AR"
"214","p","10","pw",0.916965246200562,"no trend","medium AR"
"215","p","10","pw",0.602167546749115,"no trend","medium AR"
"216","p","10","pw",0.348082542419434,"no trend","medium AR"
"217","p","10","pw",0.00249902904033661,"no trend","medium AR"
"218","p","10","pw",1,"no trend","medium AR"
"219","p","10","pw",0.916965246200562,"no trend","medium AR"
"220","p","10","pw",0.0476039685308933,"no trend","medium AR"
"221","p","10","pw",0.348082542419434,"no trend","medium AR"
"222","p","10","pw",0.117850907146931,"no trend","medium AR"
"223","p","10","pw",0.0285676717758179,"no trend","medium AR"
"224","p","10","pw",0.602167546749115,"no trend","medium AR"
"225","p","10","pw",0.175308108329773,"no trend","medium AR"
"226","p","10","pw",0.465512216091156,"no trend","medium AR"
"227","p","10","pw",0.465512216091156,"no trend","medium AR"
"228","p","10","pw",0.602167546749115,"no trend","medium AR"
"229","p","10","pw",0.175308108329773,"no trend","medium AR"
"230","p","10","pw",0.0763327479362488,"no trend","medium AR"
"231","p","10","pw",0.60216760635376,"no trend","medium AR"
"232","p","10","pw",0.60216760635376,"no trend","medium AR"
"233","p","10","pw",0.75445419549942,"no trend","medium AR"
"234","p","10","pw",0.602167546749115,"no trend","medium AR"
"235","p","10","pw",0.348082602024078,"no trend","medium AR"
"236","p","10","pw",1,"no trend","medium AR"
"237","p","10","pw",0.251452207565308,"no trend","medium AR"
"238","p","10","pw",0.754454135894775,"no trend","medium AR"
"239","p","10","pw",0.117850907146931,"no trend","medium AR"
"240","p","10","pw",0.251452207565308,"no trend","medium AR"
"241","p","10","pw",1,"no trend","medium AR"
"242","p","10","pw",0.0763327479362488,"no trend","medium AR"
"243","p","10","pw",0.465512216091156,"no trend","medium AR"
"244","p","10","pw",0.75445419549942,"no trend","medium AR"
"245","p","10","pw",0.348082602024078,"no trend","medium AR"
"246","p","10","pw",0.348082542419434,"no trend","medium AR"
"247","p","10","pw",0.11785089969635,"no trend","medium AR"
"248","p","10","pw",0.0164886713027954,"no trend","medium AR"
"249","p","10","pw",0.465512216091156,"no trend","medium AR"
"250","p","10","pw",0.754454135894775,"no trend","medium AR"
"251","p","10","pw",0.0164886713027954,"no trend","medium AR"
"252","p","10","pw",0.916965246200562,"no trend","medium AR"
"253","p","10","pw",0.0763328075408936,"no trend","medium AR"
"254","p","10","pw",0.75445419549942,"no trend","medium AR"
"255","p","10","pw",0.251452147960663,"no trend","medium AR"
"256","p","10","pw",0.60216760635376,"no trend","medium AR"
"257","p","10","pw",0.348082602024078,"no trend","medium AR"
"258","p","10","pw",1,"no trend","medium AR"
"259","p","10","pw",0.251452207565308,"no trend","medium AR"
"260","p","10","pw",0.60216760635376,"no trend","medium AR"
"261","p","10","pw",0.00487856613472104,"no trend","medium AR"
"262","p","10","pw",1,"no trend","medium AR"
"263","p","10","pw",0.0164886713027954,"no trend","medium AR"
"264","p","10","pw",0.0763328075408936,"no trend","medium AR"
"265","p","10","pw",0.175308108329773,"no trend","medium AR"
"266","p","10","pw",0.00249902904033661,"no trend","medium AR"
"267","p","10","pw",0.754454135894775,"no trend","medium AR"
"268","p","10","pw",0.465512275695801,"no trend","medium AR"
"269","p","10","pw",0.348082602024078,"no trend","medium AR"
"270","p","10","pw",0.175308108329773,"no trend","medium AR"
"271","p","10","pw",0.251452207565308,"no trend","medium AR"
"272","p","10","pw",0.60216760635376,"no trend","medium AR"
"273","p","10","pw",0.916965246200562,"no trend","medium AR"
"274","p","10","pw",0.175308078527451,"no trend","medium AR"
"275","p","10","pw",0.00914919376373291,"no trend","medium AR"
"276","p","10","pw",0.0285676717758179,"no trend","medium AR"
"277","p","10","pw",0.602167546749115,"no trend","medium AR"
"278","p","10","pw",0.75445419549942,"no trend","medium AR"
"279","p","10","pw",0.602167546749115,"no trend","medium AR"
"280","p","10","pw",0.047603964805603,"no trend","medium AR"
"281","p","10","pw",0.175308078527451,"no trend","medium AR"
"282","p","10","pw",0.175308108329773,"no trend","medium AR"
"283","p","10","pw",1,"no trend","medium AR"
"284","p","10","pw",0.175308078527451,"no trend","medium AR"
"285","p","10","pw",0.60216760635376,"no trend","medium AR"
"286","p","10","pw",0.00914919376373291,"no trend","medium AR"
"287","p","10","pw",0.175308108329773,"no trend","medium AR"
"288","p","10","pw",0.117850907146931,"no trend","medium AR"
"289","p","10","pw",0.0763327479362488,"no trend","medium AR"
"290","p","10","pw",0.0763328075408936,"no trend","medium AR"
"291","p","10","pw",0.754454135894775,"no trend","medium AR"
"292","p","10","pw",0.916965246200562,"no trend","medium AR"
"293","p","10","pw",0.60216760635376,"no trend","medium AR"
"294","p","10","pw",0.602167546749115,"no trend","medium AR"
"295","p","10","pw",0.465512275695801,"no trend","medium AR"
"296","p","10","pw",0.754454135894775,"no trend","medium AR"
"297","p","10","pw",0.916965246200562,"no trend","medium AR"
"298","p","10","pw",0.251452207565308,"no trend","medium AR"
"299","p","10","pw",0.916965246200562,"no trend","medium AR"
"300","p","10","pw",0.00914919376373291,"no trend","medium AR"
"301","p","30","mk",0.000359416007995605,"no trend","medium AR"
"302","p","30","mk",0.544119656085968,"no trend","medium AR"
"303","p","30","mk",0.268664181232452,"no trend","medium AR"
"304","p","30","mk",0.943107962608337,"no trend","medium AR"
"305","p","30","mk",0.802761793136597,"no trend","medium AR"
"306","p","30","mk",0.284411430358887,"no trend","medium AR"
"307","p","30","mk",0.0635294914245605,"no trend","medium AR"
"308","p","30","mk",0.0101960897445679,"no trend","medium AR"
"309","p","30","mk",0.186756134033203,"no trend","medium AR"
"310","p","30","mk",0.186756134033203,"no trend","medium AR"
"311","p","30","mk",0.617392778396606,"no trend","medium AR"
"312","p","30","mk",0.0497027635574341,"no trend","medium AR"
"313","p","30","mk",0.133965373039246,"no trend","medium AR"
"314","p","30","mk",0.642743170261383,"no trend","medium AR"
"315","p","30","mk",0.721226096153259,"no trend","medium AR"
"316","p","30","mk",0.668516635894775,"no trend","medium AR"
"317","p","30","mk",0.0419639348983765,"no trend","medium AR"
"318","p","30","mk",0.0419639386236668,"no trend","medium AR"
"319","p","30","mk",0.391793429851532,"no trend","medium AR"
"320","p","30","mk",0.0867605209350586,"no trend","medium AR"
"321","p","30","mk",0.0223920345306396,"no trend","medium AR"
"322","p","30","mk",0.11641263961792,"no trend","medium AR"
"323","p","30","mk",0.153498515486717,"no trend","medium AR"
"324","p","30","mk",0.943107962608337,"no trend","medium AR"
"325","p","30","mk",0.0419639348983765,"no trend","medium AR"
"326","p","30","mk",0.0168163701891899,"no trend","medium AR"
"327","p","30","mk",0.00149476528167725,"no trend","medium AR"
"328","p","30","mk",0.133965328335762,"no trend","medium AR"
"329","p","30","mk",0.943107962608337,"no trend","medium AR"
"330","p","30","mk",0.00744722736999393,"no trend","medium AR"
"331","p","30","mk",1,"no trend","medium AR"
"332","p","30","mk",0.748105406761169,"no trend","medium AR"
"333","p","30","mk",0.617392778396606,"no trend","medium AR"
"334","p","30","mk",0.300771713256836,"no trend","medium AR"
"335","p","30","mk",0.108341455459595,"no trend","medium AR"
"336","p","30","mk",0.335338890552521,"no trend","medium AR"
"337","p","30","mk",0.721226096153259,"no trend","medium AR"
"338","p","30","mk",0.775294423103333,"no trend","medium AR"
"339","p","30","mk",0.335338890552521,"no trend","medium AR"
"340","p","30","mk",0.886504769325256,"no trend","medium AR"
"341","p","30","mk",0.971535861492157,"no trend","medium AR"
"342","p","30","mk",0.802761793136597,"no trend","medium AR"
"343","p","30","mk",0.0101960897445679,"no trend","medium AR"
"344","p","30","mk",0.0744068622589111,"no trend","medium AR"
"345","p","30","mk",0.0203769356012344,"no trend","medium AR"
"346","p","30","mk",0.520693242549896,"no trend","medium AR"
"347","p","30","mk",0.721226096153259,"no trend","medium AR"
"348","p","30","mk",0.100719630718231,"no trend","medium AR"
"349","p","30","mk",0.432450354099274,"no trend","medium AR"
"350","p","30","mk",0.617392778396606,"no trend","medium AR"
"351","p","30","mk",0.432450294494629,"no trend","medium AR"
"352","p","30","mk",0.0384936109185219,"no trend","medium AR"
"353","p","30","mk",0.0112953186035156,"no trend","medium AR"
"354","p","30","mk",0.00430958298966289,"no trend","medium AR"
"355","p","30","mk",0.0540006496012211,"no trend","medium AR"
"356","p","30","mk",0.0419639386236668,"no trend","medium AR"
"357","p","30","mk",0.186756134033203,"no trend","medium AR"
"358","p","30","mk",0.268664181232452,"no trend","medium AR"
"359","p","30","mk",0.116412602365017,"no trend","medium AR"
"360","p","30","mk",0.164043426513672,"no trend","medium AR"
"361","p","30","mk",0.0867605209350586,"no trend","medium AR"
"362","p","30","mk",0.0124986311420798,"no trend","medium AR"
"363","p","30","mk",0.143477082252502,"no trend","medium AR"
"364","p","30","mk",0.116412602365017,"no trend","medium AR"
"365","p","30","mk",0.225057125091553,"no trend","medium AR"
"366","p","30","mk",0.268664121627808,"no trend","medium AR"
"367","p","30","mk",0.164043426513672,"no trend","medium AR"
"368","p","30","mk",0.592490196228027,"no trend","medium AR"
"369","p","30","mk",0.124948814511299,"no trend","medium AR"
"370","p","30","mk",0.225057125091553,"no trend","medium AR"
"371","p","30","mk",0.568058609962463,"no trend","medium AR"
"372","p","30","mk",0.0223920345306396,"no trend","medium AR"
"373","p","30","mk",0.000313520431518555,"no trend","medium AR"
"374","p","30","mk",0.432450294494629,"no trend","medium AR"
"375","p","30","mk",0.721226096153259,"no trend","medium AR"
"376","p","30","mk",0.211711883544922,"no trend","medium AR"
"377","p","30","mk",0.858400821685791,"no trend","medium AR"
"378","p","30","mk",0.00919304043054581,"no trend","medium AR"
"379","p","30","mk",0.391793489456177,"no trend","medium AR"
"380","p","30","mk",0.335338890552521,"no trend","medium AR"
"381","p","30","mk",0.0497027337551117,"no trend","medium AR"
"382","p","30","mk",0.568058609962463,"no trend","medium AR"
"383","p","30","mk",0.0744068995118141,"no trend","medium AR"
"384","p","30","mk",0.943107962608337,"no trend","medium AR"
"385","p","30","mk",0.353545784950256,"no trend","medium AR"
"386","p","30","mk",0.592490196228027,"no trend","medium AR"
"387","p","30","mk",0.802761793136597,"no trend","medium AR"
"388","p","30","mk",0.153498515486717,"no trend","medium AR"
"389","p","30","mk",0.0384936109185219,"no trend","medium AR"
"390","p","30","mk",0.253526329994202,"no trend","medium AR"
"391","p","30","mk",0.694686770439148,"no trend","medium AR"
"392","p","30","mk",0.0322801917791367,"no trend","medium AR"
"393","p","30","mk",0.0497027337551117,"no trend","medium AR"
"394","p","30","mk",0.133965328335762,"no trend","medium AR"
"395","p","30","mk",0.520693242549896,"no trend","medium AR"
"396","p","30","mk",0.0687917172908783,"no trend","medium AR"
"397","p","30","mk",0.253526329994202,"no trend","medium AR"
"398","p","30","mk",0.568058609962463,"no trend","medium AR"
"399","p","30","mk",0.721226096153259,"no trend","medium AR"
"400","p","30","mk",0.116412602365017,"no trend","medium AR"
"401","p","20","mk",0.0743528604507446,"no trend","medium AR"
"402","p","20","mk",0.455535411834717,"no trend","medium AR"
"403","p","20","mk",0.974117755889893,"no trend","medium AR"
"404","p","20","mk",0.00858917646110058,"no trend","medium AR"
"405","p","20","mk",0.581254720687866,"no trend","medium AR"
"406","p","20","mk",0.974117755889893,"no trend","medium AR"
"407","p","20","mk",0.346764087677002,"no trend","medium AR"
"408","p","20","mk",0.455535411834717,"no trend","medium AR"
"409","p","20","mk",0.0743528604507446,"no trend","medium AR"
"410","p","20","mk",0.314524829387665,"no trend","medium AR"
"411","p","20","mk",0.0349550619721413,"no trend","medium AR"
"412","p","20","mk",0.381032347679138,"no trend","medium AR"
"413","p","20","mk",0.0251783393323421,"no trend","medium AR"
"414","p","20","mk",0.455535411834717,"no trend","medium AR"
"415","p","20","mk",0.256145000457764,"no trend","medium AR"
"416","p","20","mk",0.721176266670227,"no trend","medium AR"
"417","p","20","mk",0.581254720687866,"no trend","medium AR"
"418","p","20","mk",0.922462046146393,"no trend","medium AR"
"419","p","20","mk",0.820338249206543,"no trend","medium AR"
"420","p","20","mk",0.417304158210754,"no trend","medium AR"
"421","p","20","mk",0.0297225713729858,"no trend","medium AR"
"422","p","20","mk",0.144291996955872,"no trend","medium AR"
"423","p","20","mk",1,"no trend","medium AR"
"424","p","20","mk",0.0743528604507446,"no trend","medium AR"
"425","p","20","mk",0.922461986541748,"no trend","medium AR"
"426","p","20","mk",0.581254720687866,"no trend","medium AR"
"427","p","20","mk",0.00476276874542236,"no trend","medium AR"
"428","p","20","mk",0.871131420135498,"no trend","medium AR"
"429","p","20","mk",0.0149610042572021,"no trend","medium AR"
"430","p","20","mk",0.00205471809022129,"no trend","medium AR"
"431","p","20","mk",0.820338249206543,"no trend","medium AR"
"432","p","20","mk",0.162984400987625,"no trend","medium AR"
"433","p","20","mk",0.581254720687866,"no trend","medium AR"
"434","p","20","mk",0.047804594039917,"no trend","medium AR"
"435","p","20","mk",0.67318868637085,"no trend","medium AR"
"436","p","20","mk",0.820338249206543,"no trend","medium AR"
"437","p","20","mk",0.537603139877319,"no trend","medium AR"
"438","p","20","mk",0.314524829387665,"no trend","medium AR"
"439","p","20","mk",0.000657654542010278,"no trend","medium AR"
"440","p","20","mk",0.871131479740143,"no trend","medium AR"
"441","p","20","mk",0.417304158210754,"no trend","medium AR"
"442","p","20","mk",0.67318868637085,"no trend","medium AR"
"443","p","20","mk",0.346764087677002,"no trend","medium AR"
"444","p","20","mk",0.0124821662902832,"no trend","medium AR"
"445","p","20","mk",0.144292026758194,"no trend","medium AR"
"446","p","20","mk",0.381032347679138,"no trend","medium AR"
"447","p","20","mk",0.229969024658203,"no trend","medium AR"
"448","p","20","mk",0.0555929653346539,"no trend","medium AR"
"449","p","20","mk",0.0251783393323421,"no trend","medium AR"
"450","p","20","mk",0.00205469131469727,"no trend","medium AR"
"451","p","20","mk",1,"no trend","medium AR"
"452","p","20","mk",0.0555929653346539,"no trend","medium AR"
"453","p","20","mk",0.205754041671753,"no trend","medium AR"
"454","p","20","mk",0.0349550619721413,"no trend","medium AR"
"455","p","20","mk",0.581254720687866,"no trend","medium AR"
"456","p","20","mk",0.183447241783142,"no trend","medium AR"
"457","p","20","mk",0.18344721198082,"no trend","medium AR"
"458","p","20","mk",0.581254720687866,"no trend","medium AR"
"459","p","20","mk",0.417304158210754,"no trend","medium AR"
"460","p","20","mk",0.626496315002441,"no trend","medium AR"
"461","p","20","mk",0.721176266670227,"no trend","medium AR"
"462","p","20","mk",0.0103742619976401,"no trend","medium AR"
"463","p","20","mk",0.00858914852142334,"no trend","medium AR"
"464","p","20","mk",0.284321665763855,"no trend","medium AR"
"465","p","20","mk",0.0979937314987183,"no trend","medium AR"
"466","p","20","mk",0.495662689208984,"no trend","medium AR"
"467","p","20","mk",0.0349550619721413,"no trend","medium AR"
"468","p","20","mk",0.626496315002441,"no trend","medium AR"
"469","p","20","mk",0.537603199481964,"no trend","medium AR"
"470","p","20","mk",0.820338249206543,"no trend","medium AR"
"471","p","20","mk",0.229969024658203,"no trend","medium AR"
"472","p","20","mk",0.0124821662902832,"no trend","medium AR"
"473","p","20","mk",0.229969024658203,"no trend","medium AR"
"474","p","20","mk",0.0251783132553101,"no trend","medium AR"
"475","p","20","mk",0.111886620521545,"no trend","medium AR"
"476","p","20","mk",0.0178636312484741,"no trend","medium AR"
"477","p","20","mk",0.721176266670227,"no trend","medium AR"
"478","p","20","mk",0.162984400987625,"no trend","medium AR"
"479","p","20","mk",0.417304158210754,"no trend","medium AR"
"480","p","20","mk",0.144291996955872,"no trend","medium AR"
